id,user,text,rating,created_at
526,user110,가성비 최고입니다 또 살게요 🔥,4,2026/01/04 23:03
531,user024,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 🙏,4,2026/02/17 14:35
536,user091,사이즈도 딱 맞고 마감이 깔끔해요 👍,4,2026/05/05 13:58
541,user005,색감이 사진이랑 똑같아서 만족합니다 😍,5,2026/04/25 00:59
546,user118,아직 잘 모르겠어요 더 써봐야 할 듯 😍 https://example.com/event,3,2026/01/23 16:57
551,user094,가성비 최고입니다 또 살게요 https://example.com/event,4,2026/04/10 20:11
556,user039,냄새가 너무 심해서 못 쓰겠어요 🔥,1,2026/03/12 12:52
561,user045,배송이 정말 빨라서 깜짝 놀랐어요 😡 https://example.com/event,,2026/05/26 20:13
566,user044,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯 😍 http://bit.ly/abc123,3,2026/04/21 17:53
571,user077,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ,4,2026/01/11 14:56
576,user026,가성비 최고입니다 또 살게요 🔥 http://bit.ly/abc123,5,2026/06/25 21:51
581,user044,배송이 일주일이나 걸렸습니다 별로 😍 https://example.com/event,1,2026/02/27 22:37
586,user079,재구매 의사 100% 강추합니다 🔥,5,2026/05/13 04:54
591,user071,색감이 사진이랑 똑같아서 만족합니다 😍 https://example.com/event,5,2026/04/13 11:14
596,user005,색감이 사진이랑 똑같아서 만족합니다 🔥 http://bit.ly/abc123,5,2026/06/20 23:19
601,user094,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 🙏,3,2026/03/02 20:16
606,user014,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 https://example.com/event,4,2026/06/15 11:14
611,user026,포장도 꼼꼼하고 품질이 기대 이상이에요 https://example.com/event,4,2026/05/13 05:41
616,user006,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,4,2026/04/22 06:19
621,user007,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 😍,1,2026/03/27 03:29
626,user082,배송이 정말 빨라서 깜짝 놀랐어요 🙏,5,2026/03/17 14:26
631,user010,협찬 받아 작성한 후기입니다. 배송이 정말 빨라서 깜짝 놀랐어요 https://example.com/event,4,2026/02/24 14:37
636,user110,협찬 받아 작성한 후기입니다. 가격대비 그럭저럭이에요 😍,3,2026/02/03 13:54
641,user052,색감이 사진이랑 똑같아서 만족합니다 🙏,4,2026/02/26 11:40
646,user035,무난합니다 그냥 평타 👍 http://bit.ly/abc123,3,2026/05/22 13:17
651,user067,[광고] 지금 구매하면 사은품 증정! 사진과 색이 완전히 달라서 실망했어요,1,2026/06/11 13:37
656,user020,배송이 정말 빨라서 깜짝 놀랐어요 😍 https://example.com/event,5,2026/01/24 17:32
661,user002,한 번 쓰고 고장났습니다 환불 원해요 😡 http://bit.ly/abc123,1,2026/03/12 11:19
666,user039,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요,5,2026/06/27 20:30
671,user041,배송이 일주일이나 걸렸습니다 별로 😍,1,2026/06/26 09:17
676,user040,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 😍,1,2026/02/07 04:05
681,user118,포장도 꼼꼼하고 품질이 기대 이상이에요,4,2026/05/28 22:30
686,user085,사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,5,2026/06/03 03:09
691,user020,협찬 받아 작성한 후기입니다. 한 번 쓰고 고장났습니다 환불 원해요 😡,1,2026/03/20 19:06
696,user006,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 🔥,,2026/02/27 11:22
701,user026,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ http://bit.ly/abc123,5,2026/04/21 02:53
706,user060,냄새가 너무 심해서 못 쓰겠어요,2,2026/02/08 04:47
711,user093,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 https://example.com/event,3,2026/02/08 03:36
716,user090,구매처: http://shop.example.com 방문하세요 생각보다 너무 작고 부실해요 😡 http://bit.ly/abc123,1,2026/03/26 21:07
721,user041,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 😡,1,2026/05/03 03:10
726,user111,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 👍,2,2026/03/10 23:31
731,user115,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😡 http://bit.ly/abc123,5,2026/05/02 18:11
736,user064,무난합니다 그냥 평타 🔥,3,2026/01/28 23:55
741,user008,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 http://bit.ly/abc123,4,2026/06/03 17:38
746,user011,고객센터 연결도 안 되고 최악이에요 http://bit.ly/abc123,1,2026/04/10 04:08
751,user001,냄새가 너무 심해서 못 쓰겠어요 https://example.com/event,2,2026/04/04 00:10
756,user051,협찬 받아 작성한 후기입니다. 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ,4,2026/01/11 00:06
761,user107,협찬 받아 작성한 후기입니다. 고객센터 연결도 안 되고 최악이에요 ㅠㅠ https://example.com/event,2,2026/06/21 23:23
766,user110,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요,2,2026/01/27 17:02
771,user092,[광고] 지금 구매하면 사은품 증정! 고객센터 연결도 안 되고 최악이에요 🙏,2,2026/05/03 02:21
776,user071,가격대비 그럭저럭이에요 ㅠㅠ,3,2026/03/17 10:48
781,user061,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요 https://example.com/event,1,2026/02/15 02:23
786,user105,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 ㅠㅠ http://bit.ly/abc123,5,2026/06/16 00:07
791,user069,생각보다 너무 작고 부실해요,1,2026/02/01 08:50
796,user041,냄새가 너무 심해서 못 쓰겠어요 😡,1,2026/04/18 13:04
801,user090,생각보다 너무 작고 부실해요 http://bit.ly/abc123,1,2026/01/27 04:46
806,user057,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 🙏 http://bit.ly/abc123,4,2026/01/08 23:01
811,user001,가격대비 그럭저럭이에요 ㅠㅠ,3,2026/04/21 21:41
816,user010,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 🔥,5,2026/05/20 14:48
821,user054,생각보다 너무 작고 부실해요 😍,1,2026/04/24 19:28
826,user089,색감이 사진이랑 똑같아서 만족합니다 👍,4,2026/02/15 19:13
831,user080,포장도 꼼꼼하고 품질이 기대 이상이에요 😍,5,2026/04/23 02:07
836,user027,구매처: http://shop.example.com 방문하세요 아직 잘 모르겠어요 더 써봐야 할 듯 😡,3,2026/02/07 14:55
841,user105,사진과 색이 완전히 달라서 실망했어요 🔥 http://bit.ly/abc123,1,2026/06/28 08:12
846,user052,협찬 받아 작성한 후기입니다. 사진과 색이 완전히 달라서 실망했어요 😡 https://example.com/event,2,2026/06/18 09:20
851,user017,배송이 일주일이나 걸렸습니다 별로 😡,2,2026/05/14 15:47
856,user024,가격대비 그럭저럭이에요 🙏 https://example.com/event,3,2026/06/19 03:25
861,user092,[광고] 지금 구매하면 사은품 증정! 한 번 쓰고 고장났습니다 환불 원해요,2,2026/04/05 15:52
866,user066,배송이 일주일이나 걸렸습니다 별로 😍,,2026/01/27 10:20
871,user114,협찬 받아 작성한 후기입니다. 가격대비 그럭저럭이에요 🔥,3,2026/06/11 21:30
876,user067,배송이 정말 빨라서 깜짝 놀랐어요 👍,4,2026/03/06 14:40
881,user118,한 번 쓰고 고장났습니다 환불 원해요 😡,1,2026/03/20 17:09
886,user095,사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,5,2026/02/08 15:02
891,user001,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요 👍 https://example.com/event,1,2026/02/27 15:00
896,user049,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 👍,4,2026/05/17 08:59
901,user120,배송이 일주일이나 걸렸습니다 별로 http://bit.ly/abc123,2,2026/04/22 22:57
906,user096,배송이 일주일이나 걸렸습니다 별로 🔥 https://example.com/event,1,2026/06/24 12:41
911,user109,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ,5,2026/06/02 19:20
916,user090,아직 잘 모르겠어요 더 써봐야 할 듯 😍,3,2026/04/10 04:13
921,user086,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요,4,2026/05/08 00:37
926,user022,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ http://bit.ly/abc123,4,2026/04/22 00:15
931,user106,사진과 색이 완전히 달라서 실망했어요 🔥,1,2026/05/20 05:26
936,user066,사이즈도 딱 맞고 마감이 깔끔해요 😍 http://bit.ly/abc123,,2026/06/05 21:08
941,user107,재구매 의사 100% 강추합니다,4,2026/06/01 22:27
946,user093,구매처: http://shop.example.com 방문하세요 사진과 색이 완전히 달라서 실망했어요,2,2026/02/13 11:00
951,user100,재구매 의사 100% 강추합니다 😍 http://bit.ly/abc123,5,2026/04/17 23:59
956,user040,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 https://example.com/event,4,2026/06/21 07:14
961,user078,[광고] 지금 구매하면 사은품 증정! 배송이 일주일이나 걸렸습니다 별로,2,2026/01/02 18:58
966,user100,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 🙏,1,2026/04/13 19:17
971,user029,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다,5,2026/06/09 05:16
976,user083,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 😡,1,2026/04/04 23:33
981,user084,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 😡 https://example.com/event,4,2026/03/08 21:24
986,user017,재구매 의사 100% 강추합니다 ㅠㅠ,5,2026/02/25 12:22
991,user018,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 👍,2,2026/01/23 22:09
996,user035,사진과 색이 완전히 달라서 실망했어요 👍 https://example.com/event,2,2026/01/17 12:08
1001,user040,[광고] 지금 구매하면 사은품 증정! 아직 잘 모르겠어요 더 써봐야 할 듯 http://bit.ly/abc123,3,2026/01/12 09:25
1006,user079,무난합니다 그냥 평타 😡,3,2026/05/03 04:36
1011,user072,사진과 색이 완전히 달라서 실망했어요,1,2026/01/05 03:18
1016,user088,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 👍,4,2026/04/09 08:40
1021,user087,협찬 받아 작성한 후기입니다. 가성비 최고입니다 또 살게요 🙏 http://bit.ly/abc123,5,2026/04/09 16:46
1026,user116,포장도 꼼꼼하고 품질이 기대 이상이에요 ㅠㅠ,5,2026/01/03 03:05
1031,user031,구매처: http://shop.example.com 방문하세요 포장도 꼼꼼하고 품질이 기대 이상이에요 😍,5,2026/05/13 06:39
1036,user075,[광고] 지금 구매하면 사은품 증정! 배송이 정말 빨라서 깜짝 놀랐어요 😍,5,2026/01/04 14:59
1041,user004,협찬 받아 작성한 후기입니다. 냄새가 너무 심해서 못 쓰겠어요 🔥,1,2026/03/05 07:05
1046,user053,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요,2,2026/03/20 20:33
1051,user077,배송이 정말 빨라서 깜짝 놀랐어요,5,2026/03/19 12:15
1056,user093,가격대비 그럭저럭이에요 👍,3,2026/03/27 17:00
1061,user064,가격대비 그럭저럭이에요 👍,3,2026/01/07 00:42
1066,user011,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 ㅠㅠ,5,2026/03/14 06:09
1071,user001,구매처: http://shop.example.com 방문하세요 가성비 최고입니다 또 살게요 ㅠㅠ,4,2026/01/06 16:58
1076,user059,사이즈도 딱 맞고 마감이 깔끔해요 ㅠㅠ https://example.com/event,5,2026/01/27 11:19
1081,user019,[광고] 지금 구매하면 사은품 증정! 포장도 꼼꼼하고 품질이 기대 이상이에요 https://example.com/event,5,2026/04/22 04:33
1086,user087,구매처: http://shop.example.com 방문하세요 배송이 정말 빨라서 깜짝 놀랐어요 ㅠㅠ,5,2026/03/26 18:08
1091,user001,[광고] 지금 구매하면 사은품 증정! 재구매 의사 100% 강추합니다 😡,5,2026/04/26 16:29
1096,user062,재구매 의사 100% 강추합니다,5,2026/02/27 07:53
1101,user068,가성비 최고입니다 또 살게요 👍 http://bit.ly/abc123,5,2026/04/17 02:11
1106,user096,[광고] 지금 구매하면 사은품 증정! 무난합니다 그냥 평타 ㅠㅠ,,2026/01/15 11:38
1111,user073,배송이 일주일이나 걸렸습니다 별로 😡 https://example.com/event,1,2026/01/05 16:19
1116,user119,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 😡,2,2026/01/18 15:08
1121,user017,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 👍,4,2026/04/06 09:02
1126,user090,생각보다 너무 작고 부실해요 😍,2,2026/04/21 14:07
1131,user119,협찬 받아 작성한 후기입니다. 사이즈도 딱 맞고 마감이 깔끔해요 😡 https://example.com/event,5,2026/02/05 00:17
1136,user005,가성비 최고입니다 또 살게요,4,2026/02/22 16:55
1141,user100,[광고] 지금 구매하면 사은품 증정! 가성비 최고입니다 또 살게요 👍 http://bit.ly/abc123,4,2026/06/17 18:45
1146,user017,가성비 최고입니다 또 살게요 👍,5,2026/05/08 13:43
1151,user081,[광고] 지금 구매하면 사은품 증정! 사이즈도 딱 맞고 마감이 깔끔해요 🔥 https://example.com/event,4,2026/04/24 13:18
1156,user041,무난합니다 그냥 평타 ㅠㅠ,3,2026/01/12 09:10
1161,user065,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 👍,2,2026/03/09 14:40
1166,user113,고객센터 연결도 안 되고 최악이에요 😍 http://bit.ly/abc123,2,2026/03/22 15:31
1171,user029,구매처: http://shop.example.com 방문하세요 색감이 사진이랑 똑같아서 만족합니다 http://bit.ly/abc123,4,2026/05/06 17:13
1176,user017,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 https://example.com/event,1,2026/06/09 02:04
1181,user058,협찬 받아 작성한 후기입니다. 생각보다 너무 작고 부실해요 https://example.com/event,2,2026/03/16 18:06
1186,user096,사이즈도 딱 맞고 마감이 깔끔해요 😍,4,2026/01/06 06:28
1191,user013,[광고] 지금 구매하면 사은품 증정! 색감이 사진이랑 똑같아서 만족합니다 ㅠㅠ,4,2026/05/15 10:06
1196,user115,협찬 받아 작성한 후기입니다. 배송이 일주일이나 걸렸습니다 별로 🙏,1,2026/01/05 16:51
1201,user047,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 😍,2,2026/05/07 00:37
1206,user076,구매처: http://shop.example.com 방문하세요 배송이 일주일이나 걸렸습니다 별로 🔥,1,2026/06/12 16:00
1211,user088,사이즈도 딱 맞고 마감이 깔끔해요,5,2026/06/28 06:47
1216,user119,구매처: http://shop.example.com 방문하세요 재구매 의사 100% 강추합니다 👍 https://example.com/event,4,2026/01/17 21:40
1221,user074,[광고] 지금 구매하면 사은품 증정! 가격대비 그럭저럭이에요 😡 https://example.com/event,3,2026/04/19 00:10
1226,user042,협찬 받아 작성한 후기입니다. 아직 잘 모르겠어요 더 써봐야 할 듯 🔥,3,2026/03/27 21:46
1231,user052,[광고] 지금 구매하면 사은품 증정! 생각보다 너무 작고 부실해요 🔥,2,2026/01/06 10:08
1236,user038,구매처: http://shop.example.com 방문하세요 가격대비 그럭저럭이에요 ㅠㅠ https://example.com/event,3,2026/01/18 08:11
1241,user102,사이즈도 딱 맞고 마감이 깔끔해요 https://example.com/event,5,2026/02/19 08:19
1246,user057,구매처: http://shop.example.com 방문하세요 한 번 쓰고 고장났습니다 환불 원해요 🔥 http://bit.ly/abc123,1,2026/02/15 23:31
